Modelo,R2_train,RMSE_train,R2_test,RMSE_test,MAE_test,MSE_test
linear_regression,0.38219384806515677,0.6442910255023867,0.3170693672733129,0.6164677203737233,0.4773398352588607,0.38003245026277516
polynomial_degree_2,0.4590704629160901,0.6028736687379933,0.28087226576745294,0.6325939926364545,0.48692387560525296,0.4001751595197307
polynomial_degree_3,0.7146134532123172,0.4378977522517841,-6.469103044884078,2.0387138333359993,0.8658759022955568,4.1563540942355655
