Modelo,R2_train,RMSE_train,R2_test,RMSE_test,MAE_test,MSE_test
linear_regression,0.5279193863361497,53.55884336723094,0.45260276297191915,53.85344583676594,42.79409467959996,2900.193628493483
polynomial_degree_2,0.6061583502354682,48.919716046393646,0.4156399336407952,55.64196534401259,43.581693254653025,3096.0283073442984
polynomial_degree_3,0.8765893122712863,27.384164360005954,-14.284718234959142,284.5711802732883,162.31757118229376,80980.75664213236
